Uid,Uname,Like,Level,Content,Time
352751792,雪辰沙,2277,4,学园长49大寿，众人贺[doge][doge],2021-03-28 18:02:18
483478059,何方月清浅,1008,4,五十而知天命，提前一年恭祝德丽莎殿下就职天命主教[打call][打call][打call][doge],2021-03-28 18:07:37
208791526,巴别塔-翼蛇,575,5,再过两分钟，这里将一片狼藉,2021-03-28 18:00:58
399612124,banananananaMace,397,5,学园长，生日快乐！[打call][打call][打call],2021-03-28 18:11:38
34778894,2016装B能力测试,267,4,"德丽莎生日快乐！
麻烦把高级区舰桥主界面的突破按钮去掉。",2021-03-28 18:02:34
2627943,ミイ,383,6,这节奏主要是这一段时间以来的不满堆积出来的，从元宝开始到现在没整过什么好活，等再提纯一波玩家，崩坏3就能步入崩坏2的路子了，以后大头都是原神的。,2021-03-28 18:26:33
23255053,养鸡场特供,278,6,".                        /´ /) 
                       /¯ ../
                     /... ./
                    /... ./
              /´¯/' ...'/´¯`.¸
          /'/.../... ./... ....--
        ('(...´(... ....... ,~/'...')
         \.......... ..... ..\/..../
           ''...\.... ..... . _..´
             \....... ..... ..(
               \..... ..... ...\
     死    吧   ，煞    笔    策   划",2021-03-30 00:14:50
323028433,世界第一可爱希儿,152,5,我生日快乐,2021-03-28 18:02:18
409674756,逆熵盟主约阿希姆,104,4,"哦，亲爱的德丽莎学院长。
听过您作品的某逆熵盟主前来祝贺[doge]",2021-03-28 18:29:47
168882787,崩三策划他爹,66,5,"因为那些资本家没把咱们当人看，因为以前还有崩三还是美好的时候，他犯错被容忍了，就那么一次次的容忍，导致了现在他的放纵，零点酒吧，深渊大改，硬抬月魄，新年元宝，抽奖送钟，再到现在的兔女郎，说这些太麻烦了
说简单点，就是米哈游这个孙子被惯坏了，不往死里弄他，他不会长记性，我们必须用实际行动告诉他，冷处理玩家解决不了问题，他们也必须认清，谁才是他们的衣食父母",2021-04-07 19:42:54
452992997,___阿呆,79,4,"——————————————————————
[呲牙]🐏🐏🐏🐏🐏🐏🐏🐏🐏🐏🐏🐏[呲牙] 
[呲牙]🐏🍍🍍🍍🍍🍍🍍🍍🍍🍍🍍🐏[呲牙]
[呲牙]🐏🍍  崩坏  👯👯👯 3rd     🍍🐏[呲牙]  
[呲牙]🐏🍍国际版👯👯👯三周年 🍍🐏[呲牙]
[呲牙]🐏🍍🍍🍍🍍🍍🍍🍍🍍🍍🍍🐏[呲牙]",2021-04-04 09:57:14
11569848,妖怪闲者提不起劲,135,6,"德丽莎生日快乐
ch爬",2021-03-28 18:00:36
25746480,肆的妙,96,5,原神玩家前来声讨支援，今天不帮崩3玩家，明天就可能轮到我们！,2021-04-03 23:36:43
18004646,魏命名DMC,123,5,"德丽莎生日快乐！40大寿（误）[doge]
 
 
 
Ch爬！深渊白花爬！累冲奖励爬！累冲界面爬！两套新装备爬！金银元宝爬！星石卡没了爬！衣服阴兵爬！游戏腾讯化！爬！",2021-03-28 18:06:59
384282787,战双第一偶像丽芙,76,5,"【崩坏3】国际服3周年限定纪念剧情 天穹夜之旅（已完结）
这是具体情况可以看看，别被别人带节奏了，貌似是因为姬子玩牌结果被胡狼出千输个精光，在小八的帮助下才成功，并挫败了什么阴谋，最后舞的观众只有老杨奥拓凯文和咱。

（转）",2021-03-28 18:07:40
454160694,究极快乐猫宅鱼,50,4,德莉莎是个很可爱的…啊抱歉我失态了[doge],2021-03-28 18:01:26
234028768,滑稽势力头目,36,5,借楼，机动战队收留心碎玩家，女人？花瓶罢了，真上场还得看我螺旋王，流龙马，吃瘪专家剑铁也。真盖塔，魔神z，红莲螺岩，志雷马吊打一切，机甲才是男人的浪漫。[滑稽],2021-04-02 08:41:31
179014434,挚爱月下初拥,50,5,我觉得，请把月下和德丽莎分开，月下是我的小吸血鬼，而不是那个穿着兔女郎取悦🐏人的德丽莎。这只小吸血鬼现在是我蹦蹦蹦里面唯一所爱之人，若真的可以，我希望能够永远待在她的世界配她一生，而不是在这个所谓的休伯利安号上扫甲板。“她用小小的手将玫瑰编作花饰，将月光纺成轻纱，将久远的孤寂化作这一身新装，只为等待那个跨越时间之海来寻找她的人--月下初拥”“吸血鬼的寿命是很漫长的，没关系的，我会一直在这里等你的”这就是我所爱的人啊，也是我值得爱的人啊,2021-04-03 00:40:27
409859820,旧时代的残党_OinN,33,5,今天是4月1日，20年前的今天一位空军飞行员用自己的勇气和鲜血捍卫了南海的领空。这次的文案有一句“用运气和兔耳赢得尊严和未来”你来给我翻译翻译这是什么意思？？（复制）,2021-04-03 16:49:30
34349522,勿语膜立杀,45,5,"💃🏻💃🏻💃🏻💃🏻💃🏻💃🏻💃🏻💃🏻💃🏻💃🏻
🎶🎶🎶🎶🎶🎶🎶🎶🎶🎶
🌈🔮🔮🔮🔮🔮🔮🔮🔮🌈

👴🏿👴🏿👴🏿👴🏿👴🏿👏🏻👏🏻👏🏻👏🏻👏🏻
👴🏻👴🏻👴🏻👴🏻👴🏻👍🏻👍🏻👍🏻👍🏻👍🏻
🚧🚧🚧🚧🚧🚧🚧🚧🚧🚧
👒👒👒👒👒👒👒👒👒👒
👴👴👴👴👴😭😭😭😭😭",2021-04-03 07:55:25
591837071,渊兮の桃,55,4,cv10512174  别被带节奏了,2021-03-28 18:40:52
22297112,孤独飞龙,35,5,所以能别带上舰长吗？舰长只喜欢甲板[歪嘴],2021-03-28 18:00:50
35732562,啥都不会的某只,32,5,我单方面宣布角色厨天下第一，你对你的线，我养我的老婆，你每天都活在与各种妖魔鬼怪的斗智斗勇中，我一点一点让老婆变强变漂亮，你越玩越气，我越玩越快乐[doge],2021-03-28 18:19:53
319197497,原批管理员,34,5,"我看了下来龙去脉，挺好笑的
Mhy给外服搞了个专属活动，开头女武神集体穿兔女郎装跳舞，活动剧情是因为女武神赌博欠了一屁股债于是去舞厅穿兔女郎跳舞还债 然后节奏就炸了 一些角色厨觉得自己被绿了(墙内爱答不理高冷 墙外直接兔女郎热舞) 也有一些人把不能卖福利的锅扔给__(好吧其实也有一些原因)我是觉得挺蠢的 不过尺度确实很大",2021-03-30 00:39:03
8450390,我惠画中仙,35,5,吐了，一群人莫名其妙地刷外服剧情什么什么的，张口就来lm，ntr，咋的，自己喜欢还不够，还要让别人也喜欢么[辣眼睛],2021-03-28 18:36:15
524099379,椎名真白の年轮蛋糕_,17,4,大姨妈生不逢时[辣眼睛],2021-03-28 18:03:21
61973294,枫枝红叶,11,5,"转载，原帖来自米游社用户空山和雲
在微信，支付宝找出具体的充值消费记录。以微信举例:
1.点击“钱包”,然后点击右上角“账单”
2.进入账单后，点击右上角右.上角“统计”
3.进入统计界面后,下拉,在“支出排行榜”内找到“miHoYo games“这一选项, 点进去就可以看见进一年来在米哈游的消费记录
4.点击每一笔记录,然后截图，截图完成后,去QQ加崩坏三官方客服,客服QQ号:800189596
加完之后,跟他要求***,然后把你的游戏id,电子邮箱,消费记录截图发给他(一定是单笔订单的截图）这时候他肯定会给你开电子fa piao,不慌,跟他要纸质的(作为消费者,根据消费者法规,我们有权利选择罚瞟形式),同时一定要说明白,每笔订单都单独开一张fa piao。
放心,米哈游不会真给你开的,如果有足够多的玩家同时要求开纸质fa piao，他真给开了能累死他
这时候不慌，直接打纳税服务热线，电话号:021-12366
然后按1-4-4即可人工服务,可能要排队耐心等等(注意,米哈游上海公司一定要打上海的区号021)
步骤二:人工服务直接投诉不给***
步骤三:提供mihoyo相关信息地址和公司全名(上海米哈游影铁科技有限公司，上海市嘉定区银翔路655号1幢11层1101室)
步骤四:等(3-10个工作日)
只要投诉人数超过一定数量国税局就会给mihoyo打电话督促罚瞟的发放
这时候我们的目的就打成了,如果真的有足够多的人参与,ch绝对会妥协,而不是像曾经那样删帖控评,置之不理。
这时候,停止施压。大功告成
重复重点:
1.定要求开纸质fa piao!2.定要打纳税服务热线!",2021-03-31 00:26:11
142574790,LXTV,13,5,所以这是布朗尼发的？[doge],2021-03-28 18:03:18
510168238,-EX-咖喱棒-,11,3,ch请吧，不多说了,2021-03-28 18:07:10
13817292,悠风Aldebaran,10,6,好意思吧月下放第一张图？ch已经忘了还有这么个角色了吧？已经忘了还有一个角色跟舰长们有着约定，等着我们接她上船了吧？月下剧情呢？gkd啊！,2021-03-28 18:53:39
59276,Terionn,12,6,别提羊了行吗😅,2021-03-28 18:53:34
12084970,白枇,5,5,连苦瓜汁都不敢和她一起喝，你还敢说你爱她？[doge],2021-03-29 01:23:53
283208981,我永远喜欢女仆,11,4,学院长生日快乐。还有那些要冲的麻烦去别的动态冲，在这里就好好祝学院长生日快乐就好,2021-03-28 18:08:14
2234625,群青色的带刺牡丹花盆,14,6,我见过上一个发一条动态被骂一次的游戏公司还是cdpr,2021-03-28 18:02:52
248588792,一般通过X,6,5,那个手办好漂亮啊，是谁啊？,2021-03-28 18:04:59
14223421,puppetld,12,5,你做游戏，设计的角色就是来服侍我们玩家舒服，我不管你怎么崩角色，什么国内审核严。现在外服有，我们没有，就是不行。我们是国服，是本家！他一个分家凭什么内容比我们多？现在不管你整什么你必须得给我们补上，这是底线了。,2021-03-31 11:00:47
24039906,圆滚方块,7,5,世界第一可爱[星星眼],2021-03-28 18:01:35
381552753,空_4623,6,4,为什么不是苦瓜味的蛋糕[脱单doge],2021-03-28 18:06:23
437263848,栀晚鸢尾,3,5,是不是有一个卡莲混入其中[狗子],2021-03-28 19:15:21
346094292,人初见何折柳,16,5,现在骂ch，还有赞吗[doge],2021-03-28 18:02:52
177648170,菜包子琪亚娜,11,5,兔女郎真不错,2021-03-28 18:40:16
191843093,音無なし,6,5,生日快乐[崩坏3_路过],2021-03-28 18:00:33
519548517,弄丢了我的小包子,5,4,震惊😨，某学院长带领学员夜会赌场[doge]被迫兔nv,2021-04-07 23:08:47
354072124,若爱花,4,5,德丽莎过生日，你把我老婆月下放上去干嘛？[doge][doge],2021-03-28 18:38:56
320828651,吾华WH,10,4,我把赤鸢上带去ch家居然有buff[热词系列_知识增加],2021-03-28 18:07:06
556160757,689立清华奏,2,3,。。。。。。,2021-03-28 21:37:54
425564668,三顾女儿国,2,4,莫名其妙的我评论就没了[doge],2021-03-28 18:26:12
678230068,曲奏当年明月夜,2,3,明年她五十大寿，亲戚朋友咱凑一桌，让老人家风光风光[doge],2021-03-28 18:19:36
341238437,圣影-落华流芳,2,5,我在想，如果奥托没了，德丽莎和琪亚娜是不是也没了，最重要的是花园花玲和陶典的饭碗是不是也没了，有原神啊，那没事了！献祭崩坏，原神永存[doge][doge][doge][doge][doge],2021-03-28 18:15:26
57039728,6的要灰了,2,5,图一的手办复刻吗，带特典的那种，我直接冲爆[打call],2021-03-28 18:14:51
33503922,阳子tank,2,5,再过两分钟，这里将一片狼藉,2021-03-28 18:07:28
33395652,其实是抹茶苏打啊,3,5,淦烦原神，崩坏永存，老婆生日快乐！,2021-03-28 18:25:20
205575,Ark·白煌,6,6,"不闻两耳登舰声，唯闻板鸭独叹息，美女舞动舰长泪，🐏人欢乐过周年。
国服出货总是沉，件件保底若失魂，外服自选人上人！还有饭盒来相赠！更是加赠水晶返！概率又是一层高！
今年洋装兔女郎，明年带你去开房，还要带你登dua郎！
大伟常说为爱氪，游戏此番何作乐？国人氪金无福利，金钱全给外人福！昨日一去不复回！",2021-03-30 13:24:04
362841594,平凡的流浪者,7,5,请问舰长去哪里了，国际服可以不提，但舰长呢？呆鹅剧情可以说不认识或不熟，迷迭可以说出去了，这次呢，这次又去干嘛了？你要边缘化舰长就直说，别整天当谜语人,2021-03-28 19:56:21
41141117,摸鱼摸sept,9,5,我寻思游戏剧情里也没有舰长啊[微笑],2021-03-28 18:03:41
210385146,魔女咕子,3,5,看在世界第一可爱的德丽莎的份上，请不要来这下面捣乱[热词系列_保护][热词系列_保护],2021-03-28 18:34:40
44204826,狮子不是柿子是狮子,3,5,别喊舰长了，我们哪配得上啊，告辞,2021-03-28 18:09:11
180288076,戴家长,3,5,"德丽莎 生日 快乐！
世界第一可爱哦！[崩坏3_吃饭团]",2021-03-28 18:07:51
27835621,可可卡布基诺,3,5,别搞这些花里胡哨的，苦瓜呢[doge],2021-03-28 18:06:10
347521281,火车眷,1,4,刚刚评论了一句：为，什，么，洋，人，服，可以，抽，3080， 耳机，手机，  就被删评了，真有你的，mhy,2021-04-30 13:45:43
