Uid,Uname,Like,Level,Content,Time
11540387,cardaskchair,226,6,这评论终于舒服了 上个属实浓度过高,2021-06-29 07:31:08
381144618,齾飝龞,507,5,"BV1Ha4y1E7HZ
BV1Dt4y1S7M1
BV1zt4y1i7UC",2021-06-29 15:17:33
316549499,深海小黑猫,259,4,你所谓的抱歉没有做到[OK]你所为的回应在哪里呀，你说的惭愧呢[疑惑]你出来解决这一切是不是比你赚钱都难[辣眼睛],2021-06-29 15:13:10
6476735,塵蕋緺鼜隬礣,85,5,不会吧，评论区不是正常了吗，沉默的大多数怎么又沉默了[嗑瓜子],2021-06-29 17:05:56
363839628,重新做人是不做人,243,5,能不能解释下正常玩家是什么意思啊？洗着ch的阴间操作，有理有据的说这些没问题，反手就说ch真该死，这就是正常玩家？[偷笑],2021-06-29 11:44:01
160184486,久露弦鸣QWQ,296,5,人偶厨到底是啥啊？[疑惑]别人厨赛车你厨赛车引擎。,2021-06-29 12:03:06
22757094,恩和恩呵呵,51,5,今天算是真正的脱坑了，之前退游没分解装备，也恶心懒得下载回来，今天用我弟弟的手机把所有能分的全部分解了，退游前准备改个名字发现不能改，公屏告别也不能发言 那就在这里祝你米哈游一帆风顺吧 我劝大家也别为了这垃圾游戏浪费时间了，没有喷它的必要，浪费的是自己的时间精力和感情，还要被xz理中客嘲讽，不理它就完事了，多的是好游戏,2021-06-29 17:51:29
178112284,莱宝bb爱你,208,5,你家同人二创都跑了[doge][doge][doge],2021-06-28 23:58:09
2409933,衣屋玖爱瑠,58,6,联动版本，双厨狂喜。(指流水腰斩40%左右),2021-06-29 17:37:19
81169661,狗粮好饱,492,5,"正常讨论诉求的评论
点开
该评论已不存在
[吃瓜]
这就是正常反馈吗？[热词系列_爱了爱了]",2021-06-29 08:11:19
358894217,幻冥欣辰,333,5,反正我也有点乏了，反正到时候开新版本真疼假疼你自己最清楚，大家也别动肝火，那玩意伤身，不氪金不玩就是最有用的武器，时不时有兴致了就上来给我们最爱的ch酱应援一波就是,2021-06-29 08:36:28
388877037,倚楼观月风拂面,227,5,德总管原来改名法老利刃来带节奏啦，我说最近怎么不见他出来蹦跶，德总管，来，爸爸抱[吃瓜],2021-06-29 09:52:10
351505725,魔晶赏就是坑,159,5,mzr差不多得了，等原神新池一开有钱了你们都会被驱逐出去[傲娇],2021-06-28 22:23:25
32317525,完全て潇酒な从者,42,5,一次次的冷处理，一次次的玩家自我感动，一次次的原谅，最终换来了什么呢？,2021-06-29 12:44:16
23000747,神圣的投石姬,69,5,以前感觉来对线洗地的不是玩家 现在感觉来对线洗地的不是人[12周年],2021-06-29 13:20:03
42954010,绝对不会重名的昵称,284,5,mzr最怕流水上涨，只要多多氪金下版本把流水抬起来，他们就会像小鬼一样落荒而逃了，让我们用行动起来氪金为美好的世界而战[妙啊][妙啊],2021-06-29 15:57:43
316549499,深海小黑猫,31,4,我在想[doge]你会不会又出个道歉信然后请人设说原谅你了[吃瓜]你不会那么蠢吧[doge],2021-06-29 17:27:39
341637659,十分的妙2,84,2,"兄弟们，有喜报了https://b23.tv/3UnbPV
都来看看什么才叫做mzr什么叫做真正的原x（没这种行为的不要乱带帽子）",2021-06-29 15:27:50
38452310,Liyou酱,23,6,二十万水军有了流水却没有，xz们就是这样爱你策划叠的吗[笑哭],2021-06-29 17:22:23
