Uid,Uname,Like,Level,Content,Time
18004646,魏命名DMC,5535,5,"觉得今晚依旧会装死的
↓",2021-05-20 18:05:32
237224827,在下不才疏学浅,3191,5,这个公关的反面教材我觉得可以写进课本里，我以后要是做游戏开发我绝不干这样的事[笑哭],2021-05-20 18:01:16
300593327,芘芭荹的小弟,3619,5,"还记得原神玩家们的一句话：你们崩坏三关我们原神什么事？[doge]
无尽的远方，无数的人们都与你们有关[doge][doge]",2021-05-20 19:57:24
328215600,旭鞍嗣,1364,4,到现在还能继续在这下面骂的，可见你们以前超级喜欢这个游戏；我的热爱用尽了，所以我骂不动了，也觉得没意思了，告辞了xdm，希望再听到有关崩3的消息是你们胜利的消息[拥抱],2021-05-20 18:45:22
5521377,剑煌-,1711,6,我前几天才说米忽悠指不定要崩三吸原神血，这不就来了，xdm刀我一下[大笑][大笑][大笑],2021-05-20 19:55:05
150064865,雨晴羽之殇,585,5,"外服追进度追了多少版本了，版本没动，追出来一堆特gong，
简中明明版本领先，居然只空降外服部分特gong内容边角料，氪金点，
简中流水最高，专属都没有，
简中有的外服都有，外服有的简中吃点挑挑拣拣的剩饭，
国内耗了两个月，才把更新水晶争取到600，
外服什么都没做转头就给了，这就是公平？
什么时候把问题回应了再来说话，
什么时候道歉了再来谈游戏，
什么时候表态了再来跪，
不然，不管你什么时候来假惺惺，得到的都是战场。
洗地的越来越多了，冷处理永远的神！！！",2021-05-20 18:27:11
33207986,橙色哈罗,1407,6,中国游戏从来没弱到少了哪家公司走活不下去的程度。,2021-05-20 18:32:12
11620989,-我什么都做不到,2059,5,原神→原來你也是女武神,2021-05-20 19:54:00
67965152,6个硬-币_,868,5,黑魔怔了吗？上次直播就是他们国家的时间，第一时间给你们看了还非要说人戴手表,2021-05-20 19:12:14
49478619,不愿的时间,2289,5,原神联动，哈哈哈，你这是想一次死两个游戏[支持],2021-05-20 19:32:15
12204039,YiRegal,579,6,懂了，这波联动原神，就是想把火引到原神身上，让玩家自己打起来，你米哈游好坐收渔翁之利是吧？真不愧是你啊[呲牙][呲牙][呲牙],2021-05-20 19:53:35
158519998,黛朵女仆的专属指挥官,859,5,笑死，原神普通玩家知道崩坏3什么风评不会入坑，原批一部分看不起崩坏3，还有一部分巴不得崩坏和原神排除关系，你倒好直接联动。,2021-05-20 19:45:29
39625111,Dr-橘子,1735,4,属实是给你玩明白了，知道原神xz多，直接拉原神玩家来洗，到时候再来一句我只想好好玩游戏，你们这些带节奏的能不能滚啊，谁说mhy不会运营的？这不是很会嘛？,2021-05-20 19:55:08
34362228,院长大人CYH,589,6,“我闻到了战争的气息，一场覆盖整个二次元手游圈的盛大战争即将开始，无人能置身事外”😅,2021-05-20 20:06:29
2130197,Mihoyo良心有限公司,672,5,10w氪路过 顺便说一下 mihoyo是一座良心有限公司,2021-05-20 19:05:23
194536142,叒の桃,893,5,米桑，如果你今天不戴表，说明是录播，如果戴表，说明是改了表的时间故意给我们看，录播完以后再改回来，是录播。不管怎样，你明天都是录播，就算读sc也可能是他们自己人故意卡好时间发的，不读那就铁定录播，这就是我的立体防御[嗑瓜子],2021-05-20 18:42:27
347341938,咕咕吉唔,788,5,没看到一半我已经愤怒了，第一录播无疑，只字不提没得洗，第二真想原神玩家，救场呗？他们是真傻还是假傻，有几个知道崩坏三的不知道原神，玩原神的有几个还稀罕崩坏3，呵呵呵，等着继续凉吧!,2021-05-20 19:42:23
198751777,一拳一嘤,684,5,"“既然你们不玩崩三了，崩三要怎么做还有你们什么事，他联动什么也跟你们没关系”
——《新立体防御理论》[嗑瓜子][嗑瓜子]",2021-05-20 20:03:23
383985621,楽悠子,853,5,早说过了，都是一个饭店，隔壁桌上吃出死老鼠隔壁还看笑话,2021-05-20 20:28:19
272485960,木槿暖夏丶紫月雪,412,5,绝对录播，xd别再对mhy报任何期待了，它要处理早处理了,2021-05-20 18:05:51
32469401,红尘丶梦相聚,574,5,女武神刻晴 听着多么的顺耳啊[大笑][大笑][大笑],2021-05-20 19:37:04
500489273,花园花钤,333,4,"距离开局还有15分钟
请选择英雄
1.m.xz
2.xzr
3.有发言权的氪佬
4.正常人
5.mwb
6.狂战士
7.祖安怒兽
8.氵军
9.复仇焰魂
10.深渊巨口
……",2021-05-20 19:14:29
13395446,苏临满夜月聆仙,438,6,崩3把原神养出来了原神联动救崩3，舰长把崩3养起来了崩3怎么对舰长的,2021-05-20 19:51:11
122554390,我永远爱戈薇,263,5,这评论区清一色的一边倒也算是奇迹了，米忽悠你可真是个人才。接着作，蒸蒸日上了！,2021-05-20 18:38:42
37725960,灼眼-夏娜,393,6,"距离战场开募还有1小时 
请选则英雄
1
2
3
4
5
6 
7
8
9
10[吃瓜]",2021-05-20 18:27:18
303133618,注定的死者,495,2,能够顶着一片骂声还装作无事发生一样的接着发动态，你可真是装糊涂的高手啊😅😅😅,2021-05-20 18:15:22
482333454,吃我一记辟邪剑,317,4,不加强就算了？还得变女武神是吧？😅,2021-05-20 19:51:20
7174367,xxl最帅,326,5,《原来，你也是女武神》,2021-05-20 19:52:00
613618491,泳装拉弥亚,252,3,那个说原神和崩三没关系的呢，现在不有了吗,2021-05-20 20:01:52
351768714,一眼爱多年,391,5,原神名字含义：原来都是女武神。米桑，你早就想到了啊😅,2021-05-20 19:55:35
271274669,烬唯紗,512,5,快进到三人不敌千律，炎律突然出现，一人战千律[脱单doge],2021-05-20 18:02:18
46518093,枯藤都,228,6,大佬们先别打SC，是录播就亏了不是,2021-05-20 18:51:31
194536142,叒の桃,575,5,"我要活下去😅😅😅😅
邻居很吵，但是别介意😅😅😅😅
爱酱的黑历史要被挖出来，好危险好危险😅😅😅😅
简中活动扣200把版本更新加到600，外服立马跟进也加到600😅😅😅😅
不管里面还是外面，做的生意都一-样， 那还不如选赚得多又稳定的，这没错吧?😅😅😅😅
但正确与否又有什么关系呢?既然选了，那就走下去吧。😅😅😅😅
为什么这么多😄💧，因为纽约六点半的☀️太热了",2021-05-20 18:42:00
36898731,寻穹之音,283,5,现成的模版你不学，喜欢一意孤行装高冷是吧。隔壁那么辉煌能发展成今天这样，那么你的末路也可以预见了。今晚不回应卸载加取关了，反正少我一个不少，4w我就当喂狗了。,2021-05-20 18:28:04
168882787,崩三策划他爹,311,5,"那些资本家没把咱们当人看，因为以前还有崩三还是美好的时候，他犯错被容忍了，就那么一次次的容忍，导致了现在他的放纵，零点酒吧，深渊大改，硬抬月魄，新年元宝，抽奖送钟，再到现在的兔女郎，说这些太麻烦了说简单点，就是米哈游这个孙子被惯坏了，不往死里弄他，他不会长记性，我们必须用实际行动告诉他，冷处理玩家解决不了问题，他们也必须认清，谁才是他们的衣食父母
转",2021-05-20 18:40:55
523505300,丨雪含丨,385,4,"之前有人劝我不玩崩坏就入坑原神，我当场就问候了他的全家，事实证明我真有先见之明。[呲牙][呲牙][呲牙]
当时我的原话：“蛇鼠一窝，崩坏3都成这样原神能多远，不出三年就得出事。”
我本来以为原神三年后才会整烂活，结果三个月都没到？[霜叶-疑问]
你老婆刻晴是女武神，策划说的……[霜叶-疑问]",2021-05-20 20:00:21
